year,month,precipitation_total_mm,precipitation_total_mm_quality,mean_temperature_c,mean_temperature_c_quality,mean_daily_high_c,mean_daily_high_c_quality,mean_daily_low_c,mean_daily_low_c_quality,snowfall_total_cm,snowfall_total_cm_quality,max_snow_depth_cm,max_snow_depth_cm_quality,snow_days,snow_days_quality,rainy_days_0_5mm,rainy_days_0_5mm_quality,rainy_days_1mm,rainy_days_1mm_quality,heavy_rain_days_10mm,heavy_rain_days_10mm_quality,heavy_rain_days_30mm,heavy_rain_days_30mm_quality,date,month_label,season,temperature_range_c,precipitation_per_rainy_day_mm,quality_summary,has_quality_warning,source_station,source_organization,source_main_url,source_rain_url,retrieved_at_utc
2023,1,197.0,正常,4.3,正常,7.8,正常,1.5,正常,60.0,正常,29.0,正常,23.0,正常,26.0,正常,26.0,正常,8.0,正常,0.0,正常,2023-01-01,1月,冬,6.3,7.6,正常,False,金沢（47605）,気象庁,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2023&month=&day=&view=p1s,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2023&month=&day=&view=a1,2026-07-21T05:12:53+00:00
2023,2,114.5,正常,4.9,正常,8.5,正常,1.6,正常,32.0,正常,15.0,正常,20.0,正常,14.0,正常,12.0,正常,4.0,正常,0.0,正常,2023-02-01,2月,冬,6.9,9.5,正常,False,金沢（47605）,気象庁,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2023&month=&day=&view=p1s,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2023&month=&day=&view=a1,2026-07-21T05:12:53+00:00
2023,3,131.5,正常,10.5,正常,16.0,正常,5.8,正常,0.0,現象なし,0.0,現象なし,2.0,準正常,9.0,正常,9.0,正常,6.0,正常,0.0,正常,2023-03-01,3月,春,10.2,14.6,準正常,False,金沢（47605）,気象庁,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2023&month=&day=&view=p1s,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2023&month=&day=&view=a1,2026-07-21T05:12:53+00:00
2023,4,171.5,正常,13.9,正常,18.6,正常,9.3,正常,0.0,現象なし,0.0,現象なし,0.0,準正常,13.0,正常,12.0,正常,5.0,正常,2.0,正常,2023-04-01,4月,春,9.3,14.3,準正常,False,金沢（47605）,気象庁,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2023&month=&day=&view=p1s,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2023&month=&day=&view=a1,2026-07-21T05:12:53+00:00
2023,5,231.0,正常,18.4,正常,23.1,正常,14.1,正常,0.0,現象なし,0.0,現象なし,0.0,正常,9.0,正常,8.0,正常,4.0,正常,3.0,正常,2023-05-01,5月,春,9.0,28.9,現象なし,False,金沢（47605）,気象庁,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2023&month=&day=&view=p1s,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2023&month=&day=&view=a1,2026-07-21T05:12:53+00:00
2023,6,255.5,正常,22.9,正常,27.1,正常,19.5,正常,0.0,現象なし,0.0,現象なし,0.0,準正常,15.0,正常,12.0,正常,6.0,正常,2.0,正常,2023-06-01,6月,夏,7.6,21.3,準正常,False,金沢（47605）,気象庁,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2023&month=&day=&view=p1s,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2023&month=&day=&view=a1,2026-07-21T05:12:53+00:00
2023,7,202.5,正常,28.0,正常,32.3,正常,24.5,正常,0.0,現象なし,0.0,現象なし,0.0,準正常,12.0,正常,11.0,正常,7.0,正常,2.0,正常,2023-07-01,7月,夏,7.8,18.4,準正常,False,金沢（47605）,気象庁,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2023&month=&day=&view=p1s,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2023&month=&day=&view=a1,2026-07-21T05:12:53+00:00
2023,8,40.0,正常,30.5,正常,34.8,正常,27.0,正常,0.0,現象なし,0.0,現象なし,0.0,正常,7.0,正常,6.0,正常,1.0,正常,0.0,正常,2023-08-01,8月,夏,7.8,6.7,現象なし,False,金沢（47605）,気象庁,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2023&month=&day=&view=p1s,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2023&month=&day=&view=a1,2026-07-21T05:12:53+00:00
2023,9,108.0,正常,26.6,正常,30.9,正常,23.3,正常,0.0,現象なし,0.0,現象なし,0.0,準正常,12.0,正常,11.0,正常,4.0,正常,1.0,正常,2023-09-01,9月,秋,7.6,9.8,準正常,False,金沢（47605）,気象庁,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2023&month=&day=&view=p1s,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2023&month=&day=&view=a1,2026-07-21T05:12:53+00:00
2023,10,173.5,正常,17.8,正常,22.4,正常,13.9,正常,0.0,現象なし,0.0,現象なし,0.0,準正常,16.0,正常,13.0,正常,6.0,正常,2.0,正常,2023-10-01,10月,秋,8.5,13.3,準正常,False,金沢（47605）,気象庁,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2023&month=&day=&view=p1s,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2023&month=&day=&view=a1,2026-07-21T05:12:53+00:00
2023,11,344.5,正常,13.2,正常,17.6,正常,8.9,正常,0.0,現象なし,0.0,現象なし,0.0,準正常,19.0,正常,18.0,正常,11.0,正常,6.0,正常,2023-11-01,11月,秋,8.7,19.1,準正常,False,金沢（47605）,気象庁,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2023&month=&day=&view=p1s,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2023&month=&day=&view=a1,2026-07-21T05:12:53+00:00
2023,12,363.5,正常,7.7,正常,11.3,正常,4.4,正常,46.0,正常,39.0,正常,8.0,正常,21.0,正常,21.0,正常,13.0,正常,5.0,正常,2023-12-01,12月,冬,6.9,17.3,正常,False,金沢（47605）,気象庁,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2023&month=&day=&view=p1s,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2023&month=&day=&view=a1,2026-07-21T05:12:53+00:00
2024,1,288.5,正常,5.4,正常,8.7,正常,2.4,正常,25.0,正常,13.0,正常,12.0,準正常,25.0,正常,22.0,正常,11.0,正常,2.0,正常,2024-01-01,1月,冬,6.3,13.1,準正常,False,金沢（47605）,気象庁,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2024&month=&day=&view=p1s,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2024&month=&day=&view=a1,2026-07-21T05:12:53+00:00
2024,2,172.0,正常,6.2,正常,10.3,正常,2.6,正常,6.0,正常,6.0,正常,17.0,正常,18.0,正常,16.0,正常,5.0,正常,1.0,正常,2024-02-01,2月,冬,7.7,10.8,正常,False,金沢（47605）,気象庁,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2024&month=&day=&view=p1s,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2024&month=&day=&view=a1,2026-07-21T05:12:53+00:00
2024,3,208.5,正常,7.4,正常,11.5,正常,3.9,正常,5.0,正常,2.0,正常,13.0,正常,20.0,正常,20.0,正常,9.0,正常,2.0,正常,2024-03-01,3月,春,7.6,10.4,正常,False,金沢（47605）,気象庁,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2024&month=&day=&view=p1s,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2024&month=&day=&view=a1,2026-07-21T05:12:53+00:00
2024,4,160.0,正常,15.1,正常,20.0,正常,10.8,正常,0.0,現象なし,0.0,現象なし,0.0,正常,11.0,正常,11.0,正常,4.0,正常,2.0,正常,2024-04-01,4月,春,9.2,14.5,現象なし,False,金沢（47605）,気象庁,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2024&month=&day=&view=p1s,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2024&month=&day=&view=a1,2026-07-21T05:12:53+00:00
2024,5,193.0,正常,18.0,正常,23.0,正常,13.2,正常,0.0,現象なし,0.0,現象なし,0.0,準正常,13.0,正常,11.0,正常,4.0,正常,2.0,正常,2024-05-01,5月,春,9.8,17.5,準正常,False,金沢（47605）,気象庁,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2024&month=&day=&view=p1s,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2024&month=&day=&view=a1,2026-07-21T05:12:53+00:00
2024,6,156.5,正常,23.3,正常,27.4,正常,19.6,正常,0.0,現象なし,0.0,現象なし,0.0,準正常,8.0,正常,7.0,正常,2.0,正常,1.0,正常,2024-06-01,6月,夏,7.8,22.4,準正常,False,金沢（47605）,気象庁,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2024&month=&day=&view=p1s,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2024&month=&day=&view=a1,2026-07-21T05:12:53+00:00
2024,7,326.0,正常,27.9,正常,31.7,正常,24.9,正常,0.0,現象なし,0.0,現象なし,0.0,準正常,18.0,正常,18.0,正常,10.0,正常,4.0,正常,2024-07-01,7月,夏,6.8,18.1,準正常,False,金沢（47605）,気象庁,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2024&month=&day=&view=p1s,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2024&month=&day=&view=a1,2026-07-21T05:12:53+00:00
2024,8,83.0,正常,29.0,正常,33.0,正常,26.1,正常,0.0,現象なし,0.0,現象なし,0.0,準正常,5.0,正常,5.0,正常,2.0,正常,1.0,正常,2024-08-01,8月,夏,6.9,16.6,準正常,False,金沢（47605）,気象庁,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2024&month=&day=&view=p1s,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2024&month=&day=&view=a1,2026-07-21T05:12:53+00:00
2024,9,129.5,正常,26.8,正常,30.8,正常,23.7,正常,0.0,現象なし,0.0,現象なし,0.0,準正常,8.0,正常,8.0,正常,6.0,正常,0.0,正常,2024-09-01,9月,秋,7.1,16.2,準正常,False,金沢（47605）,気象庁,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2024&month=&day=&view=p1s,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2024&month=&day=&view=a1,2026-07-21T05:12:53+00:00
2024,10,248.5,正常,19.5,正常,23.7,正常,16.1,正常,0.0,現象なし,0.0,現象なし,0.0,準正常,12.0,正常,11.0,正常,7.0,正常,4.0,正常,2024-10-01,10月,秋,7.6,22.6,準正常,False,金沢（47605）,気象庁,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2024&month=&day=&view=p1s,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2024&month=&day=&view=a1,2026-07-21T05:12:53+00:00
2024,11,429.5,正常,12.5,正常,16.6,正常,8.9,正常,0.0,現象なし,0.0,現象なし,0.0,準正常,19.0,正常,18.0,正常,11.0,正常,6.0,正常,2024-11-01,11月,秋,7.7,23.9,準正常,False,金沢（47605）,気象庁,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2024&month=&day=&view=p1s,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2024&month=&day=&view=a1,2026-07-21T05:12:53+00:00
2024,12,385.0,正常,6.3,正常,9.3,正常,3.5,正常,2.0,正常,2.0,正常,19.0,準正常,28.0,正常,25.0,正常,17.0,正常,3.0,正常,2024-12-01,12月,冬,5.8,15.4,準正常,False,金沢（47605）,気象庁,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2024&month=&day=&view=p1s,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2024&month=&day=&view=a1,2026-07-21T05:12:53+00:00
2025,1,284.5,正常,4.7,正常,8.2,正常,1.7,正常,14.0,正常,6.0,正常,22.0,正常,24.0,正常,23.0,正常,13.0,正常,1.0,正常,2025-01-01,1月,冬,6.5,12.4,正常,False,金沢（47605）,気象庁,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2025&month=&day=&view=p1s,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2025&month=&day=&view=a1,2026-07-21T05:12:53+00:00
2025,2,222.5,正常,3.4,正常,6.8,正常,0.5,正常,133.0,正常,42.0,正常,24.0,正常,22.0,正常,21.0,正常,8.0,正常,1.0,正常,2025-02-01,2月,冬,6.3,10.6,正常,False,金沢（47605）,気象庁,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2025&month=&day=&view=p1s,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2025&month=&day=&view=a1,2026-07-21T05:12:53+00:00
2025,3,137.5,正常,8.8,正常,13.2,正常,4.8,正常,3.0,正常,3.0,正常,13.0,正常,15.0,正常,14.0,正常,5.0,正常,0.0,正常,2025-03-01,3月,春,8.4,9.8,正常,False,金沢（47605）,気象庁,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2025&month=&day=&view=p1s,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2025&month=&day=&view=a1,2026-07-21T05:12:53+00:00
2025,4,102.5,正常,13.4,正常,18.2,正常,9.0,正常,0.0,現象なし,0.0,現象なし,0.0,準正常,17.0,正常,11.0,正常,4.0,正常,0.0,正常,2025-04-01,4月,春,9.2,9.3,準正常,False,金沢（47605）,気象庁,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2025&month=&day=&view=p1s,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2025&month=&day=&view=a1,2026-07-21T05:12:53+00:00
2025,5,107.5,正常,18.2,正常,22.9,正常,14.3,正常,0.0,現象なし,0.0,現象なし,0.0,準正常,12.0,正常,12.0,正常,4.0,正常,0.0,正常,2025-05-01,5月,春,8.6,9.0,準正常,False,金沢（47605）,気象庁,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2025&month=&day=&view=p1s,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2025&month=&day=&view=a1,2026-07-21T05:12:53+00:00
2025,6,196.0,正常,23.7,正常,27.7,正常,20.0,正常,0.0,現象なし,0.0,現象なし,0.0,準正常,13.0,正常,10.0,正常,6.0,正常,2.0,正常,2025-06-01,6月,夏,7.7,19.6,準正常,False,金沢（47605）,気象庁,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2025&month=&day=&view=p1s,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2025&month=&day=&view=a1,2026-07-21T05:12:53+00:00
2025,7,37.5,正常,29.4,正常,33.7,正常,26.0,正常,0.0,現象なし,0.0,現象なし,0.0,準正常,5.0,正常,3.0,正常,2.0,正常,0.0,正常,2025-07-01,7月,夏,7.7,12.5,準正常,False,金沢（47605）,気象庁,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2025&month=&day=&view=p1s,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2025&month=&day=&view=a1,2026-07-21T05:12:53+00:00
2025,8,576.0,正常,29.0,正常,33.0,正常,25.6,正常,0.0,現象なし,0.0,現象なし,0.0,準正常,8.0,正常,7.0,正常,5.0,正常,5.0,正常,2025-08-01,8月,夏,7.4,82.3,準正常,False,金沢（47605）,気象庁,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2025&month=&day=&view=p1s,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2025&month=&day=&view=a1,2026-07-21T05:12:53+00:00
2025,9,319.5,正常,26.1,正常,30.7,正常,22.5,正常,0.0,現象なし,0.0,現象なし,0.0,準正常,21.0,正常,20.0,正常,9.0,正常,3.0,正常,2025-09-01,9月,秋,8.2,16.0,準正常,False,金沢（47605）,気象庁,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2025&month=&day=&view=p1s,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2025&month=&day=&view=a1,2026-07-21T05:12:53+00:00
2025,10,248.5,正常,18.8,正常,22.7,正常,15.8,正常,0.0,現象なし,0.0,現象なし,0.0,準正常,16.0,正常,15.0,正常,8.0,正常,3.0,正常,2025-10-01,10月,秋,6.9,16.6,準正常,False,金沢（47605）,気象庁,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2025&month=&day=&view=p1s,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2025&month=&day=&view=a1,2026-07-21T05:12:53+00:00
2025,11,251.5,正常,12.3,正常,16.8,正常,8.2,正常,0.0,現象なし,0.0,現象なし,0.0,準正常,16.0,正常,15.0,正常,9.0,正常,3.0,正常,2025-11-01,11月,秋,8.6,16.8,準正常,False,金沢（47605）,気象庁,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2025&month=&day=&view=p1s,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2025&month=&day=&view=a1,2026-07-21T05:12:53+00:00
2025,12,281.5,正常,8.2,正常,12.3,正常,4.7,正常,8.0,正常,5.0,正常,6.0,準正常,24.0,正常,22.0,正常,12.0,正常,1.0,正常,2025-12-01,12月,冬,7.6,12.8,準正常,False,金沢（47605）,気象庁,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2025&month=&day=&view=p1s,https://www.data.jma.go.jp/stats/etrn/view/monthly_s1.php?prec_no=56&block_no=47605&year=2025&month=&day=&view=a1,2026-07-21T05:12:53+00:00
